Part ID,Supplier,Target OEM,Plant Location,Lead Time (Days),Component Category,Stock Status,Batch Quantity,Unit Cost (INR),Total Batch Value (INR),GST Rate (%),GST Amount (INR),Final Value with GST (INR)
PRT-IND-200592,Tata AutoComp,Maruti Suzuki,Bengaluru,4,Transmission,Optimal Stock,1094,"₹22,694.50","₹24,827,783.00",28,"₹6,951,779.24","₹31,779,562.24"
PRT-IND-200593,Uno Minda,TVS Motor,Coimbatore,13,Suspension,Optimal Stock,856,"₹26,896.50","₹23,023,404.00",28,"₹6,446,553.12","₹29,469,957.12"
PRT-IND-200594,Mahindra CIE,Maruti Suzuki,Chennai,30,Engine Core,Overstocked,1466,"₹20,162.00","₹29,557,492.00",28,"₹8,276,097.76","₹37,833,589.76"
PRT-IND-200595,Bosch India,Mahindra & Mahindra,Anantapur,36,Electrical & Sensor,Optimal Stock,437,"₹39,131.50","₹17,100,465.50",18,"₹3,078,083.79","₹20,178,549.29"
PRT-IND-200596,Bharat Forge,Bajaj Auto,Jamshedpur,8,Exhaust,Overstocked,1647,"₹33,775.00","₹55,627,425.00",28,"₹15,575,679.00","₹71,203,104.00"
PRT-IND-200597,Endurance Tech,Hero MotoCorp,Manesar,30,Transmission,Reorder Needed,258,"₹22,385.00","₹5,775,330.00",28,"₹1,617,092.40","₹7,392,422.40"
PRT-IND-200598,Endurance Tech,Hyundai India,Pune,40,Exhaust,Reorder Needed,208,"₹23,414.00","₹4,870,112.00",28,"₹1,363,631.36","₹6,233,743.36"
PRT-IND-200599,Bosch India,Tata Motors,Anantapur,32,Suspension,Reorder Needed,86,"₹16,947.50","₹1,457,485.00",28,"₹408,095.80","₹1,865,580.80"
PRT-IND-200600,Bharat Forge,Maruti Suzuki,Jamshedpur,40,Transmission,Overstocked,1347,"₹33,808.00","₹45,539,376.00",28,"₹12,751,025.28","₹58,290,401.28"
PRT-IND-200601,Bosch India,Mahindra & Mahindra,Sanand,30,Engine Core,Optimal Stock,402,"₹29,096.50","₹11,696,793.00",28,"₹3,275,102.04","₹14,971,895.04"
PRT-IND-200602,Motherson Sumi,Hyundai India,Pithampur,10,Braking System,Overstocked,1403,"₹14,920.00","₹20,932,760.00",28,"₹5,861,172.80","₹26,793,932.80"
PRT-IND-200603,Motherson Sumi,Maruti Suzuki,Gurugram,5,Braking System,Reorder Needed,73,"₹11,275.50","₹823,111.50",28,"₹230,471.22","₹1,053,582.72"
PRT-IND-200604,Bosch India,Hero MotoCorp,Coimbatore,41,Suspension,Overstocked,1904,"₹17,394.00","₹33,118,176.00",28,"₹9,273,089.28","₹42,391,265.28"
PRT-IND-200605,Bharat Forge,Tata Motors,Anantapur,25,Suspension,Optimal Stock,866,"₹11,409.00","₹9,880,194.00",28,"₹2,766,454.32","₹12,646,648.32"
PRT-IND-200606,Uno Minda,TVS Motor,Pune,31,Suspension,Overstocked,1990,"₹48,013.50","₹95,546,865.00",28,"₹26,753,122.20","₹122,299,987.20"
PRT-IND-200607,Uno Minda,Hero MotoCorp,Coimbatore,27,Engine Core,Overstocked,1971,"₹15,438.50","₹30,429,283.50",28,"₹8,520,199.38","₹38,949,482.88"
PRT-IND-200608,Endurance Tech,Bajaj Auto,Anantapur,3,Engine Core,Overstocked,1276,"₹41,715.00","₹53,228,340.00",28,"₹14,903,935.20","₹68,132,275.20"
PRT-IND-200609,Uno Minda,TVS Motor,Manesar,38,Electrical & Sensor,Overstocked,1913,"₹23,589.00","₹45,125,757.00",18,"₹8,122,636.26","₹53,248,393.26"
PRT-IND-200610,Bharat Forge,Maruti Suzuki,Pithampur,11,Engine Core,Overstocked,1524,"₹45,833.50","₹69,850,254.00",28,"₹19,558,071.12","₹89,408,325.12"
PRT-IND-200611,Uno Minda,TVS Motor,Pune,7,Suspension,Overstocked,1402,"₹16,214.00","₹22,732,028.00",28,"₹6,364,967.84","₹29,096,995.84"
PRT-IND-200612,Mahindra CIE,Hyundai India,Anantapur,8,Engine Core,Optimal Stock,1115,"₹3,676.50","₹4,099,297.50",28,"₹1,147,803.30","₹5,247,100.80"
PRT-IND-200613,Motherson Sumi,Hero MotoCorp,Chennai,21,Braking System,Optimal Stock,966,"₹31,019.50","₹29,964,837.00",28,"₹8,390,154.36","₹38,354,991.36"
PRT-IND-200614,Mahindra CIE,TVS Motor,Jamshedpur,8,Exhaust,Overstocked,1746,"₹24,879.00","₹43,438,734.00",28,"₹12,162,845.52","₹55,601,579.52"
PRT-IND-200615,Uno Minda,Hyundai India,Manesar,19,Electrical & Sensor,Optimal Stock,319,"₹33,980.00","₹10,839,620.00",18,"₹1,951,131.60","₹12,790,751.60"
PRT-IND-200616,Motherson Sumi,Bajaj Auto,Sanand,5,Transmission,Overstocked,1814,"₹20,485.00","₹37,159,790.00",28,"₹10,404,741.20","₹47,564,531.20"
PRT-IND-200617,Endurance Tech,TVS Motor,Pune,9,Exhaust,Overstocked,1636,"₹37,885.50","₹61,980,678.00",28,"₹17,354,589.84","₹79,335,267.84"
PRT-IND-200618,Motherson Sumi,Tata Motors,Sanand,41,Suspension,Overstocked,1349,"₹32,229.00","₹43,476,921.00",28,"₹12,173,537.88","₹55,650,458.88"
PRT-IND-200619,Tata AutoComp,Maruti Suzuki,Sanand,18,Exhaust,Optimal Stock,1104,"₹24,799.00","₹27,378,096.00",28,"₹7,665,866.88","₹35,043,962.88"
PRT-IND-200620,Tata AutoComp,Mahindra & Mahindra,Anantapur,4,Engine Core,Overstocked,1276,"₹4,679.00","₹5,970,404.00",28,"₹1,671,713.12","₹7,642,117.12"
PRT-IND-200621,Bosch India,Bajaj Auto,Bengaluru,28,Braking System,Overstocked,1685,"₹20,221.50","₹34,073,227.50",28,"₹9,540,503.70","₹43,613,731.20"
PRT-IND-200622,Bharat Forge,Hero MotoCorp,Gurugram,6,Transmission,Optimal Stock,1005,"₹31,832.50","₹31,991,662.50",28,"₹8,957,665.50","₹40,949,328.00"
PRT-IND-200623,Endurance Tech,Hyundai India,Coimbatore,38,Electrical & Sensor,Overstocked,1736,"₹10,974.00","₹19,050,864.00",18,"₹3,429,155.52","₹22,480,019.52"
PRT-IND-200624,Uno Minda,Bajaj Auto,Sanand,8,Braking System,Overstocked,1720,"₹47,685.50","₹82,019,060.00",28,"₹22,965,336.80","₹104,984,396.80"
PRT-IND-200625,Bosch India,Hyundai India,Pithampur,32,Suspension,Overstocked,1527,"₹4,036.00","₹6,162,972.00",28,"₹1,725,632.16","₹7,888,604.16"
PRT-IND-200626,Endurance Tech,Tata Motors,Manesar,20,Braking System,Optimal Stock,856,"₹48,715.00","₹41,700,040.00",28,"₹11,676,011.20","₹53,376,051.20"
PRT-IND-200627,Uno Minda,Tata Motors,Pithampur,8,Braking System,Optimal Stock,419,"₹7,971.00","₹3,339,849.00",28,"₹935,157.72","₹4,275,006.72"
PRT-IND-200628,Tata AutoComp,Hero MotoCorp,Manesar,28,Electrical & Sensor,Optimal Stock,892,"₹41,010.00","₹36,580,920.00",18,"₹6,584,565.60","₹43,165,485.60"
PRT-IND-200629,Bharat Forge,Bajaj Auto,Gurugram,30,Exhaust,Reorder Needed,105,"₹8,598.50","₹902,842.50",28,"₹252,795.90","₹1,155,638.40"
PRT-IND-200630,Bharat Forge,TVS Motor,Bengaluru,9,Transmission,Reorder Needed,91,"₹41,067.50","₹3,737,142.50",28,"₹1,046,399.90","₹4,783,542.40"
PRT-IND-200631,Endurance Tech,Mahindra & Mahindra,Manesar,8,Engine Core,Optimal Stock,771,"₹3,310.50","₹2,552,395.50",28,"₹714,670.74","₹3,267,066.24"
PRT-IND-200632,Uno Minda,Tata Motors,Jamshedpur,32,Exhaust,Reorder Needed,198,"₹47,662.00","₹9,437,076.00",28,"₹2,642,381.28","₹12,079,457.28"
PRT-IND-200633,Bosch India,Hyundai India,Coimbatore,44,Electrical & Sensor,Optimal Stock,642,"₹34,794.50","₹22,338,069.00",18,"₹4,020,852.42","₹26,358,921.42"
PRT-IND-200634,Mahindra CIE,Maruti Suzuki,Anantapur,3,Electrical & Sensor,Overstocked,1793,"₹29,639.50","₹53,143,623.50",18,"₹9,565,852.23","₹62,709,475.73"
PRT-IND-200635,Uno Minda,Tata Motors,Sanand,40,Transmission,Optimal Stock,496,"₹4,182.00","₹2,074,272.00",28,"₹580,796.16","₹2,655,068.16"
PRT-IND-200636,Tata AutoComp,Tata Motors,Gurugram,19,Transmission,Overstocked,1829,"₹1,146.50","₹2,096,948.50",28,"₹587,145.58","₹2,684,094.08"
PRT-IND-200637,Mahindra CIE,Tata Motors,Sanand,38,Engine Core,Optimal Stock,612,"₹14,933.00","₹9,138,996.00",28,"₹2,558,918.88","₹11,697,914.88"
PRT-IND-200638,Tata AutoComp,Maruti Suzuki,Jamshedpur,30,Electrical & Sensor,Reorder Needed,90,"₹28,916.50","₹2,602,485.00",18,"₹468,447.30","₹3,070,932.30"
PRT-IND-200639,Motherson Sumi,Mahindra & Mahindra,Jamshedpur,32,Exhaust,Overstocked,1920,"₹11,337.00","₹21,767,040.00",28,"₹6,094,771.20","₹27,861,811.20"
PRT-IND-200640,Bosch India,Hyundai India,Coimbatore,40,Transmission,Optimal Stock,828,"₹29,923.50","₹24,776,658.00",28,"₹6,937,464.24","₹31,714,122.24"
PRT-IND-200641,Bharat Forge,Tata Motors,Pithampur,3,Suspension,Reorder Needed,214,"₹14,665.00","₹3,138,310.00",28,"₹878,726.80","₹4,017,036.80"
PRT-IND-200642,Bharat Forge,Maruti Suzuki,Pune,27,Braking System,Optimal Stock,974,"₹7,690.50","₹7,490,547.00",28,"₹2,097,353.16","₹9,587,900.16"
PRT-IND-200643,Endurance Tech,Maruti Suzuki,Bengaluru,39,Engine Core,Overstocked,1288,"₹5,109.50","₹6,581,036.00",28,"₹1,842,690.08","₹8,423,726.08"
PRT-IND-200644,Bosch India,Mahindra & Mahindra,Manesar,11,Braking System,Optimal Stock,339,"₹26,734.50","₹9,062,995.50",28,"₹2,537,638.74","₹11,600,634.24"
PRT-IND-200645,Uno Minda,Hero MotoCorp,Gurugram,43,Engine Core,Overstocked,1723,"₹49,734.50","₹85,692,543.50",28,"₹23,993,912.18","₹109,686,455.68"
PRT-IND-200646,Motherson Sumi,Tata Motors,Manesar,22,Electrical & Sensor,Overstocked,1811,"₹46,532.50","₹84,270,357.50",18,"₹15,168,664.35","₹99,439,021.85"
PRT-IND-200647,Uno Minda,Mahindra & Mahindra,Bengaluru,19,Engine Core,Optimal Stock,504,"₹14,573.00","₹7,344,792.00",28,"₹2,056,541.76","₹9,401,333.76"
PRT-IND-200648,Uno Minda,Hyundai India,Anantapur,11,Braking System,Optimal Stock,602,"₹4,756.50","₹2,863,413.00",28,"₹801,755.64","₹3,665,168.64"
PRT-IND-200649,Mahindra CIE,Hyundai India,Chennai,11,Braking System,Overstocked,1395,"₹44,925.00","₹62,670,375.00",28,"₹17,547,705.00","₹80,218,080.00"
PRT-IND-200650,Motherson Sumi,Mahindra & Mahindra,Bengaluru,20,Exhaust,Optimal Stock,867,"₹15,478.00","₹13,419,426.00",28,"₹3,757,439.28","₹17,176,865.28"
PRT-IND-200651,Mahindra CIE,Hyundai India,Pune,37,Electrical & Sensor,Reorder Needed,84,"₹48,587.50","₹4,081,350.00",18,"₹734,643.00","₹4,815,993.00"
PRT-IND-200652,Bosch India,Mahindra & Mahindra,Sanand,11,Suspension,Overstocked,1619,"₹45,873.50","₹74,269,196.50",28,"₹20,795,375.02","₹95,064,571.52"
PRT-IND-200653,Mahindra CIE,TVS Motor,Bengaluru,44,Electrical & Sensor,Reorder Needed,63,"₹19,831.50","₹1,249,384.50",18,"₹224,889.21","₹1,474,273.71"
PRT-IND-200654,Tata AutoComp,Hyundai India,Coimbatore,36,Electrical & Sensor,Optimal Stock,939,"₹30,410.00","₹28,554,990.00",18,"₹5,139,898.20","₹33,694,888.20"
PRT-IND-200655,Bharat Forge,TVS Motor,Gurugram,3,Transmission,Overstocked,1329,"₹8,667.00","₹11,518,443.00",28,"₹3,225,164.04","₹14,743,607.04"
PRT-IND-200656,Endurance Tech,Hyundai India,Manesar,32,Exhaust,Reorder Needed,86,"₹38,201.00","₹3,285,286.00",28,"₹919,880.08","₹4,205,166.08"
PRT-IND-200657,Uno Minda,Maruti Suzuki,Coimbatore,3,Electrical & Sensor,Overstocked,1516,"₹16,259.00","₹24,648,644.00",18,"₹4,436,755.92","₹29,085,399.92"
PRT-IND-200658,Motherson Sumi,TVS Motor,Chennai,44,Engine Core,Reorder Needed,218,"₹16,436.00","₹3,583,048.00",28,"₹1,003,253.44","₹4,586,301.44"
PRT-IND-200659,Bharat Forge,Hero MotoCorp,Chennai,25,Engine Core,Overstocked,1776,"₹13,248.50","₹23,529,336.00",28,"₹6,588,214.08","₹30,117,550.08"
PRT-IND-200660,Mahindra CIE,Hyundai India,Coimbatore,25,Suspension,Overstocked,1251,"₹27,414.00","₹34,294,914.00",28,"₹9,602,575.92","₹43,897,489.92"
PRT-IND-200661,Endurance Tech,TVS Motor,Anantapur,18,Braking System,Optimal Stock,1121,"₹41,167.00","₹46,148,207.00",28,"₹12,921,497.96","₹59,069,704.96"
PRT-IND-200662,Endurance Tech,Maruti Suzuki,Coimbatore,20,Suspension,Overstocked,1357,"₹16,517.00","₹22,413,569.00",28,"₹6,275,799.32","₹28,689,368.32"
PRT-IND-200663,Bosch India,Hyundai India,Manesar,4,Exhaust,Optimal Stock,704,"₹47,674.50","₹33,562,848.00",28,"₹9,397,597.44","₹42,960,445.44"
PRT-IND-200664,Motherson Sumi,Hero MotoCorp,Gurugram,17,Exhaust,Optimal Stock,474,"₹2,550.50","₹1,208,937.00",28,"₹338,502.36","₹1,547,439.36"
PRT-IND-200665,Motherson Sumi,Mahindra & Mahindra,Gurugram,13,Braking System,Overstocked,1596,"₹1,417.50","₹2,262,330.00",28,"₹633,452.40","₹2,895,782.40"
PRT-IND-200666,Endurance Tech,TVS Motor,Pithampur,7,Engine Core,Overstocked,1841,"₹42,150.00","₹77,598,150.00",28,"₹21,727,482.00","₹99,325,632.00"
PRT-IND-200667,Tata AutoComp,Bajaj Auto,Pune,32,Suspension,Overstocked,1496,"₹16,355.50","₹24,467,828.00",28,"₹6,850,991.84","₹31,318,819.84"
PRT-IND-200668,Tata AutoComp,Bajaj Auto,Anantapur,30,Engine Core,Optimal Stock,625,"₹27,342.00","₹17,088,750.00",28,"₹4,784,850.00","₹21,873,600.00"
PRT-IND-200669,Tata AutoComp,Maruti Suzuki,Coimbatore,4,Suspension,Overstocked,1730,"₹17,583.00","₹30,418,590.00",28,"₹8,517,205.20","₹38,935,795.20"
PRT-IND-200670,Uno Minda,Hyundai India,Manesar,10,Exhaust,Reorder Needed,283,"₹42,889.00","₹12,137,587.00",28,"₹3,398,524.36","₹15,536,111.36"
PRT-IND-200671,Mahindra CIE,Hero MotoCorp,Bengaluru,9,Exhaust,Optimal Stock,1195,"₹26,715.50","₹31,925,022.50",28,"₹8,939,006.30","₹40,864,028.80"
PRT-IND-200672,Mahindra CIE,Mahindra & Mahindra,Jamshedpur,20,Braking System,Overstocked,1333,"₹34,125.00","₹45,488,625.00",28,"₹12,736,815.00","₹58,225,440.00"
PRT-IND-200673,Mahindra CIE,Hero MotoCorp,Pune,28,Engine Core,Overstocked,1232,"₹44,524.50","₹54,854,184.00",28,"₹15,359,171.52","₹70,213,355.52"
PRT-IND-200674,Uno Minda,Maruti Suzuki,Coimbatore,38,Transmission,Optimal Stock,450,"₹23,429.50","₹10,543,275.00",28,"₹2,952,117.00","₹13,495,392.00"
PRT-IND-200675,Bharat Forge,TVS Motor,Jamshedpur,30,Transmission,Overstocked,1392,"₹46,482.50","₹64,703,640.00",28,"₹18,117,019.20","₹82,820,659.20"
PRT-IND-200676,Endurance Tech,Tata Motors,Jamshedpur,36,Transmission,Reorder Needed,260,"₹46,807.00","₹12,169,820.00",28,"₹3,407,549.60","₹15,577,369.60"
PRT-IND-200677,Bosch India,Tata Motors,Sanand,38,Engine Core,Optimal Stock,1074,"₹43,191.50","₹46,387,671.00",28,"₹12,988,547.88","₹59,376,218.88"
PRT-IND-200678,Tata AutoComp,TVS Motor,Jamshedpur,31,Electrical & Sensor,Overstocked,1968,"₹44,530.50","₹87,636,024.00",18,"₹15,774,484.32","₹103,410,508.32"
PRT-IND-200679,Bosch India,Maruti Suzuki,Pithampur,43,Engine Core,Overstocked,1750,"₹12,401.00","₹21,701,750.00",28,"₹6,076,490.00","₹27,778,240.00"
PRT-IND-200680,Endurance Tech,Mahindra & Mahindra,Anantapur,10,Electrical & Sensor,Optimal Stock,971,"₹2,936.50","₹2,851,341.50",18,"₹513,241.47","₹3,364,582.97"
PRT-IND-200681,Endurance Tech,Maruti Suzuki,Sanand,42,Exhaust,Optimal Stock,829,"₹31,744.50","₹26,316,190.50",28,"₹7,368,533.34","₹33,684,723.84"
PRT-IND-200682,Motherson Sumi,Hero MotoCorp,Pune,36,Exhaust,Optimal Stock,1165,"₹6,036.00","₹7,031,940.00",28,"₹1,968,943.20","₹9,000,883.20"
PRT-IND-200683,Bharat Forge,TVS Motor,Gurugram,18,Exhaust,Overstocked,1341,"₹12,171.00","₹16,321,311.00",28,"₹4,569,967.08","₹20,891,278.08"
PRT-IND-200684,Bosch India,Hero MotoCorp,Bengaluru,41,Transmission,Overstocked,1478,"₹33,150.50","₹48,996,439.00",28,"₹13,719,002.92","₹62,715,441.92"
PRT-IND-200685,Endurance Tech,Hero MotoCorp,Bengaluru,22,Electrical & Sensor,Optimal Stock,1106,"₹7,984.00","₹8,830,304.00",18,"₹1,589,454.72","₹10,419,758.72"
PRT-IND-200686,Bosch India,Hyundai India,Chennai,31,Electrical & Sensor,Overstocked,1571,"₹47,950.50","₹75,330,235.50",18,"₹13,559,442.39","₹88,889,677.89"
PRT-IND-200687,Mahindra CIE,TVS Motor,Manesar,41,Electrical & Sensor,Reorder Needed,156,"₹35,443.00","₹5,529,108.00",18,"₹995,239.44","₹6,524,347.44"
PRT-IND-200688,Uno Minda,Mahindra & Mahindra,Sanand,42,Transmission,Overstocked,1709,"₹25,966.50","₹44,376,748.50",28,"₹12,425,489.58","₹56,802,238.08"
PRT-IND-200689,Uno Minda,TVS Motor,Bengaluru,32,Electrical & Sensor,Optimal Stock,915,"₹34,584.00","₹31,644,360.00",18,"₹5,695,984.80","₹37,340,344.80"
PRT-IND-200690,Mahindra CIE,Tata Motors,Jamshedpur,31,Braking System,Optimal Stock,1021,"₹20,879.50","₹21,317,969.50",28,"₹5,969,031.46","₹27,287,000.96"
PRT-IND-200691,Bosch India,Bajaj Auto,Pune,40,Exhaust,Overstocked,1210,"₹3,386.50","₹4,097,665.00",28,"₹1,147,346.20","₹5,245,011.20"
PRT-IND-200692,Endurance Tech,TVS Motor,Anantapur,26,Transmission,Optimal Stock,303,"₹29,358.00","₹8,895,474.00",28,"₹2,490,732.72","₹11,386,206.72"
PRT-IND-200693,Bharat Forge,TVS Motor,Gurugram,31,Suspension,Overstocked,1954,"₹28,799.00","₹56,273,246.00",28,"₹15,756,508.88","₹72,029,754.88"
PRT-IND-200694,Endurance Tech,Hyundai India,Coimbatore,24,Suspension,Overstocked,1599,"₹8,131.00","₹13,001,469.00",28,"₹3,640,411.32","₹16,641,880.32"
PRT-IND-200695,Mahindra CIE,Mahindra & Mahindra,Chennai,6,Braking System,Reorder Needed,189,"₹1,832.50","₹346,342.50",28,"₹96,975.90","₹443,318.40"
PRT-IND-200696,Motherson Sumi,Bajaj Auto,Pune,19,Suspension,Optimal Stock,1159,"₹24,501.50","₹28,397,238.50",28,"₹7,951,226.78","₹36,348,465.28"
PRT-IND-200697,Bharat Forge,Maruti Suzuki,Anantapur,23,Electrical & Sensor,Overstocked,1941,"₹42,954.50","₹83,374,684.50",18,"₹15,007,443.21","₹98,382,127.71"
PRT-IND-200698,Uno Minda,Bajaj Auto,Coimbatore,21,Braking System,Optimal Stock,1061,"₹6,297.00","₹6,681,117.00",28,"₹1,870,712.76","₹8,551,829.76"
PRT-IND-200699,Motherson Sumi,Bajaj Auto,Manesar,30,Braking System,Overstocked,1264,"₹41,940.50","₹53,012,792.00",28,"₹14,843,581.76","₹67,856,373.76"
PRT-IND-200700,Tata AutoComp,Mahindra & Mahindra,Anantapur,27,Braking System,Optimal Stock,306,"₹45,334.50","₹13,872,357.00",28,"₹3,884,259.96","₹17,756,616.96"
PRT-IND-200701,Tata AutoComp,Bajaj Auto,Anantapur,23,Transmission,Overstocked,1216,"₹24,135.50","₹29,348,768.00",28,"₹8,217,655.04","₹37,566,423.04"
PRT-IND-200702,Motherson Sumi,Hyundai India,Pune,27,Transmission,Overstocked,1952,"₹38,995.00","₹76,118,240.00",28,"₹21,313,107.20","₹97,431,347.20"
PRT-IND-200703,Motherson Sumi,Tata Motors,Jamshedpur,39,Engine Core,Overstocked,1208,"₹3,492.50","₹4,218,940.00",28,"₹1,181,303.20","₹5,400,243.20"
PRT-IND-200704,Motherson Sumi,Tata Motors,Sanand,14,Suspension,Optimal Stock,774,"₹43,267.50","₹33,489,045.00",28,"₹9,376,932.60","₹42,865,977.60"
PRT-IND-200705,Bharat Forge,Tata Motors,Bengaluru,3,Braking System,Optimal Stock,711,"₹3,721.00","₹2,645,631.00",28,"₹740,776.68","₹3,386,407.68"
PRT-IND-200706,Tata AutoComp,Bajaj Auto,Pune,36,Engine Core,Overstocked,1749,"₹35,693.00","₹62,427,057.00",28,"₹17,479,575.96","₹79,906,632.96"
PRT-IND-200707,Bosch India,Hyundai India,Pithampur,41,Suspension,Optimal Stock,1047,"₹15,825.50","₹16,569,298.50",28,"₹4,639,403.58","₹21,208,702.08"
PRT-IND-200708,Tata AutoComp,Mahindra & Mahindra,Sanand,4,Suspension,Overstocked,1400,"₹36,301.00","₹50,821,400.00",28,"₹14,229,992.00","₹65,051,392.00"
PRT-IND-200709,Bosch India,Maruti Suzuki,Sanand,26,Electrical & Sensor,Overstocked,1755,"₹30,891.50","₹54,214,582.50",18,"₹9,758,624.85","₹63,973,207.35"
PRT-IND-200710,Bharat Forge,Bajaj Auto,Sanand,38,Suspension,Optimal Stock,1199,"₹46,085.50","₹55,256,514.50",28,"₹15,471,824.06","₹70,728,338.56"
PRT-IND-200711,Bharat Forge,Hero MotoCorp,Pithampur,27,Exhaust,Optimal Stock,524,"₹32,920.00","₹17,250,080.00",28,"₹4,830,022.40","₹22,080,102.40"
PRT-IND-200712,Endurance Tech,Maruti Suzuki,Anantapur,35,Electrical & Sensor,Reorder Needed,60,"₹14,687.50","₹881,250.00",18,"₹158,625.00","₹1,039,875.00"
PRT-IND-200713,Endurance Tech,Mahindra & Mahindra,Coimbatore,27,Exhaust,Overstocked,1983,"₹43,883.00","₹87,019,989.00",28,"₹24,365,596.92","₹111,385,585.92"
PRT-IND-200714,Motherson Sumi,Hero MotoCorp,Gurugram,24,Transmission,Overstocked,1602,"₹24,845.50","₹39,802,491.00",28,"₹11,144,697.48","₹50,947,188.48"
PRT-IND-200715,Bosch India,Mahindra & Mahindra,Anantapur,5,Suspension,Reorder Needed,112,"₹33,885.50","₹3,795,176.00",28,"₹1,062,649.28","₹4,857,825.28"
PRT-IND-200716,Bosch India,Hero MotoCorp,Pithampur,21,Transmission,Overstocked,1615,"₹25,605.00","₹41,352,075.00",28,"₹11,578,581.00","₹52,930,656.00"
PRT-IND-200717,Motherson Sumi,Bajaj Auto,Gurugram,5,Suspension,Optimal Stock,1097,"₹5,566.00","₹6,105,902.00",28,"₹1,709,652.56","₹7,815,554.56"
PRT-IND-200718,Endurance Tech,Hyundai India,Pune,26,Exhaust,Optimal Stock,1039,"₹9,401.50","₹9,768,158.50",28,"₹2,735,084.38","₹12,503,242.88"
PRT-IND-200719,Tata AutoComp,Bajaj Auto,Sanand,17,Transmission,Overstocked,1347,"₹2,943.00","₹3,964,221.00",28,"₹1,109,981.88","₹5,074,202.88"
PRT-IND-200720,Motherson Sumi,Mahindra & Mahindra,Bengaluru,40,Electrical & Sensor,Optimal Stock,652,₹672.00,"₹438,144.00",18,"₹78,865.92","₹517,009.92"
PRT-IND-200721,Endurance Tech,Hyundai India,Bengaluru,33,Transmission,Optimal Stock,427,"₹25,497.50","₹10,887,432.50",28,"₹3,048,481.10","₹13,935,913.60"
PRT-IND-200722,Endurance Tech,TVS Motor,Bengaluru,5,Engine Core,Overstocked,1906,"₹26,044.50","₹49,640,817.00",28,"₹13,899,428.76","₹63,540,245.76"
PRT-IND-200723,Bharat Forge,Hero MotoCorp,Coimbatore,6,Engine Core,Optimal Stock,784,"₹48,997.50","₹38,414,040.00",28,"₹10,755,931.20","₹49,169,971.20"
PRT-IND-200724,Endurance Tech,Hyundai India,Pune,13,Exhaust,Optimal Stock,347,"₹41,408.00","₹14,368,576.00",28,"₹4,023,201.28","₹18,391,777.28"
PRT-IND-200725,Uno Minda,Bajaj Auto,Gurugram,37,Electrical & Sensor,Overstocked,1642,"₹28,723.00","₹47,163,166.00",18,"₹8,489,369.88","₹55,652,535.88"
PRT-IND-200726,Bharat Forge,Tata Motors,Chennai,39,Electrical & Sensor,Optimal Stock,707,"₹10,087.00","₹7,131,509.00",18,"₹1,283,671.62","₹8,415,180.62"
PRT-IND-200727,Mahindra CIE,Hyundai India,Pune,41,Engine Core,Overstocked,1749,"₹28,923.50","₹50,587,201.50",28,"₹14,164,416.42","₹64,751,617.92"
PRT-IND-200728,Uno Minda,TVS Motor,Chennai,28,Transmission,Overstocked,1252,"₹16,313.50","₹20,424,502.00",28,"₹5,718,860.56","₹26,143,362.56"
PRT-IND-200729,Mahindra CIE,Maruti Suzuki,Pithampur,35,Braking System,Overstocked,1963,"₹36,275.50","₹71,208,806.50",28,"₹19,938,465.82","₹91,147,272.32"
PRT-IND-200730,Endurance Tech,Bajaj Auto,Sanand,11,Engine Core,Overstocked,1347,"₹1,183.50","₹1,594,174.50",28,"₹446,368.86","₹2,040,543.36"
PRT-IND-200731,Endurance Tech,Maruti Suzuki,Pithampur,28,Electrical & Sensor,Overstocked,1371,"₹10,448.00","₹14,324,208.00",18,"₹2,578,357.44","₹16,902,565.44"
PRT-IND-200732,Tata AutoComp,Bajaj Auto,Manesar,16,Exhaust,Overstocked,1586,"₹46,384.50","₹73,565,817.00",28,"₹20,598,428.76","₹94,164,245.76"
PRT-IND-200733,Bosch India,TVS Motor,Pithampur,30,Suspension,Overstocked,1404,"₹12,653.00","₹17,764,812.00",28,"₹4,974,147.36","₹22,738,959.36"
PRT-IND-200734,Tata AutoComp,Mahindra & Mahindra,Anantapur,33,Electrical & Sensor,Overstocked,1689,"₹32,011.50","₹54,067,423.50",18,"₹9,732,136.23","₹63,799,559.73"
PRT-IND-200735,Endurance Tech,Mahindra & Mahindra,Bengaluru,41,Electrical & Sensor,Optimal Stock,309,"₹18,538.50","₹5,728,396.50",18,"₹1,031,111.37","₹6,759,507.87"
PRT-IND-200736,Bosch India,Mahindra & Mahindra,Sanand,23,Engine Core,Optimal Stock,1066,"₹21,318.50","₹22,725,521.00",28,"₹6,363,145.88","₹29,088,666.88"
PRT-IND-200737,Bosch India,Maruti Suzuki,Sanand,18,Engine Core,Overstocked,1270,"₹48,352.50","₹61,407,675.00",28,"₹17,194,149.00","₹78,601,824.00"
PRT-IND-200738,Mahindra CIE,Maruti Suzuki,Pune,16,Exhaust,Overstocked,1790,"₹6,549.00","₹11,722,710.00",28,"₹3,282,358.80","₹15,005,068.80"
PRT-IND-200739,Mahindra CIE,Maruti Suzuki,Anantapur,30,Exhaust,Optimal Stock,647,"₹46,144.00","₹29,855,168.00",28,"₹8,359,447.04","₹38,214,615.04"
PRT-IND-200740,Bharat Forge,Mahindra & Mahindra,Manesar,37,Transmission,Overstocked,1483,"₹23,166.50","₹34,355,919.50",28,"₹9,619,657.46","₹43,975,576.96"
